time,code,description,disposition,location,patrol_zone,landmark,lat,long,year,month,day_of_year,day_of_month,day_of_week,hour,semester,enrollment,pop_total,pop_male,pop_female,pop_under_5,pop_5_9,pop_10_14,pop_15_19,pop_20_24,pop_25_34,pop_35_44,pop_45_54,pop_55_59,pop_60_64,pop_65_74,pop_75_84,pop_over_84,inc_lesser_10,inc_10_15,inc_15_25,inc_25_35,inc_35_50,inc_50_75,inc_75_100,inc_100_150,inc_150_200,inc_greater_200,inc_median,inc_mean
2010-01-01 01:36:00,7399,Miscellaneous Offenses,,NONCAM,Z4,,33.773123999999996,-84.403163,2010,1,1,1,4,1,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-01 01:55:00,7399,Miscellaneous Offenses,,ONCAMRES,Z1,Center Street Apartments North,0.0,0.0,2010,1,1,1,4,1,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-01 02:00:00,2308,Larceny - From Building,,NONCAM,Z2,Sigma Nu Fraternity,33.7755557507418,-84.3941798220796,2010,1,1,1,4,2,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-01 12:00:00,2204,Burglary - No Forced Entry - Residence,Unfounded,ONCAMRES,Z2,North Avenue Apartments North Building,33.7712915716627,-84.3913324013709,2010,1,1,1,4,12,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-02 06:15:00,7399,Miscellaneous Offenses,,ONCAM,Z2,North Avenue Apartments,33.771291571663,-84.3913324013713,2010,1,2,2,5,6,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-03 01:29:00,7399,Miscellaneous Offenses,Prosecution Declined,PUB,Z4,"Marietta Street, NW b/w Northside Drive, NW & Means Street, NW",0.0,0.0,2010,1,3,3,6,1,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-03 11:47:00,2305,Larceny - Articles from Vehicle,,ONCAM,Z2,Weber Building  (SST 1),33.7776419672839,-84.4022786320118,2010,1,3,3,6,11,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-03 18:00:00,2404,Theft of Automobile,,ONCAM,Z1,Family Apartments Parking Deck (Purple Level),0.0,0.0,2010,1,3,3,6,18,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-04 08:00:00,2308,Larceny - From Building,Victim/Witness Refused to Cooperate,ONCAM,Z2,Technology Square Parking Deck,33.775558870511496,-84.38881120536779,2010,1,4,4,0,8,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 03:16:00,7399,Miscellaneous Offenses,,ONCAMRES,Z4,Undergraduate Living Center,33.7786953113886,-84.4061185925483,2010,1,5,5,1,3,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 08:00:00,2317,Larceny - Bicycle,,ONCAM,Z1,Love Building,33.7789564125,-84.4013146596,2010,1,5,5,1,8,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 08:30:00,2902,Damage to Property - Private,,ONCAM,Z2,Wardlaw Center Parking Deck,0.0,0.0,2010,1,5,5,1,8,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 16:12:00,7399,Miscellaneous Offenses,,ONCAM,Z3,Manufacturing Related Disciplines Complex,0.0,0.0,2010,1,5,5,1,16,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 16:34:00,7399,Miscellaneous Offenses,,ONCAM,Z3,Klaus Advanced Computing Building,33.7773894532303,-84.4023847826742,2010,1,5,5,1,16,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 19:00:00,5707,Criminal Trespass,,ONCAM,Z1,Family Apartments Parking Deck,33.7815017051103,-84.3950211417215,2010,1,5,5,1,19,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-05 22:00:00,2305,Larceny - Articles from Vehicle,,ONCAM,Z1,Familly Housing Apartments,0.0,0.0,2010,1,5,5,1,22,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-06 12:00:00,7399,Miscellaneous Offenses,,ONCAM,Z1,Undergraduate Living Center,33.7786953113886,-84.4061185925483,2010,1,6,6,2,12,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-06 15:20:00,7399,Miscellaneous Offenses,,ONCAM,Z2,Barnes and Noble Bookstore,33.7768439093347,-84.388907415106,2010,1,6,6,2,15,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-06 21:23:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,North Avenue Apartments North,33.7712915716627,-84.3913324013709,2010,1,6,6,2,21,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-06 23:02:00,7399,Miscellaneous Offenses,Prosecution Declined,ONCAM,Z1,Family Apartments Parking Deck,33.7815017051103,-84.3950211417215,2010,1,6,6,2,23,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-06 23:30:00,7399,Miscellaneous Offenses,,ONCAM,Z2,North Avenue Apartments North Building,33.7712915716627,-84.3913324013709,2010,1,6,6,2,23,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 00:57:00,3562,Marijuana - Possession of,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments North Building,33.7712915716627,-84.3913324013709,2010,1,7,7,3,0,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 01:30:00,7399,Miscellaneous Offenses,,ONCAMRES,Z1,Graduate Living Center,33.7815066603721,-84.39703392669459,2010,1,7,7,3,1,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 03:08:00,7399,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Northside Drive, NW @ Tenth Street, NW",33.78113921,-84.40658086,2010,1,7,7,3,3,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 11:07:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Unfounded,ONCAM,Z2,Barnes and Noble Bookstore,33.7768439093347,-84.388907415106,2010,1,7,7,3,11,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 11:46:00,7399,Miscellaneous Offenses,,ONCAM,,Beringause Building,33.7794168846882,-84.4021531510833,2010,1,7,7,3,11,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 20:03:00,3562,Marijuana - Possession of,Unfounded,ONCAMRES,Z4,Eighth Street Apartments,33.7796518601603,-84.4054918756696,2010,1,7,7,3,20,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-07 22:30:00,2304,Larceny - Parts from Vehicle,,PUB,Z2,,33.773123999999996,-84.403163,2010,1,7,7,3,22,,,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-08 03:00:00,7399,Miscellaneous Offenses,,ONCAM,,Nano Technology Z1,0.0,0.0,2010,1,8,8,4,3,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-08 17:30:00,2308,Larceny - From Building,Unfounded,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,8,8,4,17,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-08 21:00:00,2308,Larceny - From Building,,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,8,8,4,21,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-08 22:30:00,7399,Miscellaneous Offenses,Unfounded,ONCAMRES,Z4,Eighth Street Apartments,33.7796518601603,-84.4054918756696,2010,1,8,8,4,22,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-09 03:40:00,7399,Miscellaneous Offenses,,PUB,Z2,"Spring Street, NW @ Abercrombie Place, NW",33.776853,-84.388807,2010,1,9,9,5,3,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-09 19:47:00,7399,Miscellaneous Offenses,Prosecution Declined,ONCAMRES,Z2,Hanson Residence Hall,33.7741941966,-84.39093621399999,2010,1,9,9,5,19,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-09 19:53:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,North Avenue Apartments North,33.7712915716627,-84.3913324013709,2010,1,9,9,5,19,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-10 02:32:00,4104,Liquor - Possession Of,Prosecution Declined,ONCAM,Z2,North Avenue Apartments Parking Deck,0.0,0.0,2010,1,10,10,6,2,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-10 04:15:00,7399,Miscellaneous Offenses,,ONCAMRES,Z3,Pi Kappa Alpha Fraternity,33.7769635800309,-84.39591719951791,2010,1,10,10,6,4,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-10 22:20:00,7399,Miscellaneous Offenses,Unfounded,ONCAMRES,Z2,North Avenue Apartments North,33.7712915716627,-84.3913324013709,2010,1,10,10,6,22,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 00:52:00,7399,Miscellaneous Offenses,,ONCAM,Z2,Bobby Dodd Stadium,33.779796139075195,-84.40261024356391,2010,1,11,11,0,0,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 03:35:00,7399,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,,33.773123999999996,-84.403163,2010,1,11,11,0,3,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 04:00:00,7399,Miscellaneous Offenses,,ONCAM,Z3,Student Center,33.7773894532303,-84.4023847826742,2010,1,11,11,0,4,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 12:00:00,2308,Larceny - From Building,Unfounded,ONCAM,Z1,Ford Motor Company Env. Science & Tech.,0.0,0.0,2010,1,11,11,0,12,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 13:10:00,7399,Miscellaneous Offenses,,ONCAM,Z1,Beringause Building,33.7794168846882,-84.4021531510833,2010,1,11,11,0,13,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 13:41:00,7399,Miscellaneous Offenses,,ONCAM,Z2,Swann Building,33.7716979566,-84.3952841552,2010,1,11,11,0,13,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 15:37:00,7399,Miscellaneous Offenses,Victim/Witness Refused to Cooperate,ONCAM,Z3,Love Manufacturing Building,33.7765754418,-84.40167311349998,2010,1,11,11,0,15,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 18:03:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,Smith Residence Hall,33.7762422495441,-84.3902715832497,2010,1,11,11,0,18,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 18:50:00,5707,Criminal Trespass,,ONCAM,Z3,Clydeck  Z3,0.0,0.0,2010,1,11,11,0,18,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 20:00:00,7399,Miscellaneous Offenses,,ONCAMRES,Z4,Eighth Street Apartments,33.7796518601603,-84.4054918756696,2010,1,11,11,0,20,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 21:30:00,7399,Miscellaneous Offenses,Unfounded,ONCAMRES,Z2,Howell Residence Hall,33.7721357088,-84.3909841292,2010,1,11,11,0,21,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-11 22:05:00,7399,Miscellaneous Offenses,,ONCAMRES,Z4,Eighth Street Apartments,33.7796518601603,-84.4054918756696,2010,1,11,11,0,22,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 00:51:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,Perry/Matheson Residence Hall,0.0,0.0,2010,1,12,12,1,0,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 04:00:00,7399,Miscellaneous Offenses,,ONCAM,Z4,Student Health Center,33.775432718998104,-84.4025480646915,2010,1,12,12,1,4,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 05:45:00,2305,Larceny - Articles from Vehicle,,PUB,Z2,"Brittain Drive, NW b/w Fourth Street, NW & Bobby Dodd Way, NW",0.0,0.0,2010,1,12,12,1,5,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 07:00:00,2308,Larceny - From Building,,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,12,12,1,7,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 07:15:00,7399,Miscellaneous Offenses,,ONCAM,Z4,Curran Street Parking Deck,33.778782026775104,-84.40611798022971,2010,1,12,12,1,7,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 12:00:00,2399,Larceny Offense Free Text,Unfounded,ONCAM,Z2,Georgia Tech Hotel and Conference Center Parking Deck,0.0,0.0,2010,1,12,12,1,12,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 17:00:00,2308,Larceny - From Building,,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,12,12,1,17,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-12 20:29:00,7399,Miscellaneous Offenses,,PUB,Z2,,33.773123999999996,-84.403163,2010,1,12,12,1,20,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-13 00:52:00,3562,Marijuana - Possession of,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments,33.771291571663,-84.3913324013713,2010,1,13,13,2,0,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-13 09:30:00,5707,Criminal Trespass,,ONCAMRES,Z2,North Avenue Apartments South,33.7712915716627,-84.3913324013709,2010,1,13,13,2,9,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-13 16:46:00,2303,Shoplifting,Cleared by Arrest,ONCAM,Z2,Barnes and Noble Bookstore,33.7768439093347,-84.388907415106,2010,1,13,13,2,16,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-13 21:30:00,7399,Miscellaneous Offenses,,PUB,OFFCAM,,33.773123999999996,-84.403163,2010,1,13,13,2,21,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 09:10:00,7399,Miscellaneous Offenses,,PUB,Z3,,33.773123999999996,-84.403163,2010,1,14,14,3,9,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 11:00:00,5707,Criminal Trespass,,ONCAM,Z2,Academy of Medicine     Z2,33.7784139312402,-84.3872865642708,2010,1,14,14,3,11,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 12:00:00,2308,Larceny - From Building,Cleared by Arrest,ONCAM,Z2,College of Management,33.776593185714304,-84.3873057983307,2010,1,14,14,3,12,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 12:20:00,7399,Miscellaneous Offenses,,PUB,Z4,"Ninth Street, NW @ Hemphill Avenue, NW",0.0,0.0,2010,1,14,14,3,12,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 13:30:00,2308,Larceny - From Building,,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,14,14,3,13,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 14:30:00,2902,Damage to Property - Private,,PUB,Z4,"McMillan Street, NW b/w Turner Place, NW & Eighth Street, NW",0.0,0.0,2010,1,14,14,3,14,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 19:00:00,5707,Criminal Trespass,,ONCAM,Z4,Campus Recreation Center,33.7772624904425,-84.40386736915849,2010,1,14,14,3,19,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 19:30:00,5707,Criminal Trespass,,PUB,Z4,,33.773123999999996,-84.403163,2010,1,14,14,3,19,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-14 22:30:00,2305,Larceny - Articles from Vehicle,,ONCAM,Z1,Research Administration Building Parking Lot,0.0,0.0,2010,1,14,14,3,22,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 02:15:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,North Avenue Apartments South Building,33.7712915716627,-84.3913324013709,2010,1,15,15,4,2,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 13:00:00,2317,Larceny - Bicycle,,ONCAM,Z4,Caldwell Residence Hall,33.7781982016093,-84.404201644213,2010,1,15,15,4,13,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 14:30:00,7399,Miscellaneous Offenses,,ONCAM,Z3,College of Computing,33.7766396726015,-84.39781478504258,2010,1,15,15,4,14,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 16:00:00,2317,Larceny - Bicycle,,ONCAM,Z2,Smith Residence Hall,33.7762422495441,-84.3902715832497,2010,1,15,15,4,16,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 17:00:00,5309,Harassing Communication,Prosecution Declined,ONCAMRES,,Eighth Street Apartments,33.7796518601603,-84.4054918756696,2010,1,15,15,4,17,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-15 21:09:00,7399,Miscellaneous Offenses,Cleared by Arrest,PUB,Z4,"Tenth Street, NW and Hemphill Avenue, NW",33.77895641,-84.40131466,2010,1,15,15,4,21,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-16 02:39:00,7399,Miscellaneous Offenses,Prosecution Declined,NONCAM,Z1,,33.773123999999996,-84.403163,2010,1,16,16,5,2,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-16 04:00:00,7399,Miscellaneous Offenses,,ONCAMRES,Z4,Fulmer Residence Hall,33.7781982016083,-84.40420164421229,2010,1,16,16,5,4,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
2010-01-16 19:11:00,7399,Miscellaneous Offenses,,ONCAMRES,Z2,Glenn Residence Hall,33.7794998804019,-84.40233694088559,2010,1,16,16,5,19,spring,18879.0,413462,205715,207747,26619,22606,19818,30806,41124,77791,62812,52482,22436,16779,22092,12431,5666,23678,12421,18772,18419,21725,26366,16067,18490,8005,14504,45171,79299
